"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","ensembl","result"
2338.74447119086,-0.424803674072756,0.107575732689801,-3.94888013728613,7.85176525602309e-05,0.00281668890440266,"Antxr1","anthrax toxin receptor 1","69538","ENSMUSG00000033420","HPP_vs_STR_H3K27me3"
666.337755979811,-0.424332856719027,0.126577554143117,-3.35235468556492,0.000801272928989292,0.0154976511134349,"2310001K24Rik","RIKEN cDNA 2310001K24 gene","69517","ENSMUSG00000053353","HPP_vs_STR_H3K27me3"
734.001754992137,-0.42422908064597,0.145578156617135,-2.91409845064653,0.00356717390881422,0.0400670510838953,"Mgat3","mannoside acetylglucosaminyltransferase 3","17309","ENSMUSG00000042428","HPP_vs_STR_H3K27me3"
825.616103078964,-0.424055743705757,0.121084869200215,-3.50213653040807,0.000461543042535851,0.0104478905494708,"Mir6375","microRNA 6375","102465195","ENSMUSG00000119306","HPP_vs_STR_H3K27me3"
462.245958637189,-0.422508861688163,0.144411898192763,-2.92572057410529,0.00343659457316643,0.039197976665645,"Svs6","seminal vesicle secretory protein 6","20945","ENSMUSG00000017000","HPP_vs_STR_H3K27me3"
944.262997742778,-0.421439806641335,0.119985620319209,-3.51241928424537,0.000444046860966429,0.0101654117550055,"Ccl21d","chemokine (C-C motif) ligand 21D","100862177","ENSMUSG00000094065","HPP_vs_STR_H3K27me3"
1523.6806775,-0.421369228303179,0.118083341740006,-3.56840534908762,0.000359160554895138,0.00863690545065341,"Ccl21a","chemokine (C-C motif) ligand 21A (serine)","18829","ENSMUSG00000094686","HPP_vs_STR_H3K27me3"
404.612294355779,-0.42058991305872,0.147609970849424,-2.84933267474025,0.00438110437902435,0.0452863136321598,"Il17rb","interleukin 17 receptor B","50905","ENSMUSG00000015966","HPP_vs_STR_H3K27me3"
594.763362360811,-0.420065795417496,0.134771169779692,-3.11688171961534,0.00182774887991746,0.0270147402020752,"4833412C05Rik","RIKEN cDNA 4833412C05 gene","73904","ENSMUSG00000097697","HPP_vs_STR_H3K27me3"
1315.48470551143,-0.418851675798248,0.126102793942181,-3.32150987860186,0.000895318129630602,0.0165654295034849,"Mir7004","microRNA 7004","102466784","ENSMUSG00000105496","HPP_vs_STR_H3K27me3"
3658.07913025357,-0.417967178688037,0.131327698900171,-3.18262774866523,0.00145945117491812,0.0233052065448994,"Gm16130","predicted gene 16130","330951","ENSMUSG00000086624","HPP_vs_STR_H3K27me3"
933.022397395541,-0.416744804084351,0.133640605889692,-3.11839954114197,0.001818361189379,0.0269643167039843,"Slc4a8","solute carrier family 4 (anion exchanger), member 8","59033","ENSMUSG00000023032","HPP_vs_STR_H3K27me3"
720.904884098237,-0.414606604632139,0.138797525506832,-2.98713253797692,0.00281607607160976,0.0349419389074501,"Brd7","bromodomain containing 7","26992","ENSMUSG00000031660","HPP_vs_STR_H3K27me3"
565.715676209815,-0.414391031916621,0.136213859425311,-3.04220902090981,0.00234848753720441,0.0311746814111459,"4930507D10Rik","RIKEN cDNA 4930507D10 gene","75043","ENSMUSG00000086703","HPP_vs_STR_H3K27me3"
1069.4538848506,-0.41313601127767,0.130213881807692,-3.1727493685183,0.00151002818740586,0.0238310972360995,"Ier2","immediate early response 2","15936","ENSMUSG00000053560","HPP_vs_STR_H3K27me3"
2034.54370014724,-0.413046831680539,0.139630378844633,-2.95814446038377,0.00309497043510505,0.0368558126035005,"Ablim2","actin-binding LIM protein 2","231148","ENSMUSG00000029095","HPP_vs_STR_H3K27me3"
1493.53704362782,-0.412913895742078,0.122136619264701,-3.38075425886145,0.000722871608433058,0.0145363561159839,"5330413P13Rik","RIKEN cDNA 5330413P13 gene","414081","ENSMUSG00000086822","HPP_vs_STR_H3K27me3"
2719.36930091372,-0.412065132914049,0.107366807269778,-3.83791921723687,0.00012408128543333,0.00392794819199884,"Iqsec1","IQ motif and Sec7 domain 1","232227","ENSMUSG00000034312","HPP_vs_STR_H3K27me3"
521.344473791279,-0.411953391626706,0.138046038783494,-2.98417394122258,0.00284345077260868,0.0349671093493486,"Npc1l1","NPC1 like intracellular cholesterol transporter 1","237636","ENSMUSG00000020447","HPP_vs_STR_H3K27me3"
752.789044045734,-0.410353568160561,0.139132644232686,-2.94936943392151,0.00318423087999359,0.037371480161431,"Il22ra1","interleukin 22 receptor, alpha 1","230828","ENSMUSG00000037157","HPP_vs_STR_H3K27me3"
