"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID","Dataset","Region","Comparison"
"57","BP","GO:0001736","establishment of planar polarity","19/2188","61/16153",0.000299233231020773,0.0143814092856679,0.0132183027268307,19,"Erbb4/Wdpcp/Dact1/Fzd3/Cthrc1/Fzd6/Celsr1/Spag6l/Ptk7/Sfrp5/Nphp1/Intu/Ankrd6/Grhl3/Fuz/Sfrp1/Rpgrip1l/Jhy/Trp63","HPP vs PFC","HPP","PFC"
"58","BP","GO:0001736","establishment of planar polarity","20/1861","61/16153",8.87445154489901e-06,0.000858286242270947,0.000798367013042982,20,"Erbb4/Wdpcp/Fzd2/Dact1/Fzd3/Cthrc1/Fzd6/Celsr1/Spag6l/Ptk7/Sfrp5/Nphp1/Intu/Ankrd6/Grhl3/Fuz/Sfrp1/Rpgrip1l/Jhy/Trp63","HPP vs STR","HPP","STR"
"59","BP","GO:0001738","morphogenesis of a polarized epithelium","22/1792","87/16153",0.000155365896711871,0.0100889920233939,0.00923105910008719,22,"Erbb4/Traf3ip1/Ahi1/Wdpcp/Dact1/Fzd3/Cthrc1/Celsr1/Spag6l/Ptk7/Crb3/Sfrp5/Nphp1/Intu/Ankrd6/Grhl3/Fuz/Camsap3/Sfrp1/Fat1/Rpgrip1l/Jhy","HPP vs CTX","HPP","CTX"
"60","BP","GO:0001738","morphogenesis of a polarized epithelium","23/1771","87/16153",4.39351042720774e-05,0.00296561953836523,0.00269680607143738,23,"Traf3ip1/Ahi1/Wdpcp/Dact1/Fzd3/Cthrc1/Fzd6/Celsr1/Spag6l/Ptk7/Crb3/Nphp1/Lama5/Intu/Ankrd6/Grhl3/Syne4/Fuz/Camsap3/Sfrp1/Fat1/Rpgrip1l/Jhy","HPP vs VTA","HPP","VTA"
"61","BP","GO:0001738","morphogenesis of a polarized epithelium","26/1861","87/16153",3.04541164382769e-06,0.000350935094956825,0.000326435389190579,26,"Erbb4/Traf3ip1/Ahi1/Wdpcp/Fzd2/Dact1/Fzd3/Cthrc1/Fzd6/Celsr1/Spag6l/Ptk7/Crb3/Sfrp5/Nphp1/Lama5/Intu/Ankrd6/Grhl3/Fuz/Camsap3/Sfrp1/Fat1/Rpgrip1l/Jhy/Trp63","HPP vs STR","HPP","STR"
"62","BP","GO:0001738","morphogenesis of a polarized epithelium","27/2188","87/16153",1.90077514552332e-05,0.00172222692283728,0.00158294061299319,27,"Erbb4/Traf3ip1/Ahi1/Wdpcp/Dact1/Dlg5/Fzd3/Cthrc1/Fzd6/Celsr1/Spag6l/Ptk7/Crb3/Sfrp5/Nphp1/Tcf15/Lama5/Intu/Ankrd6/Grhl3/Fuz/Camsap3/Sfrp1/Fat1/Rpgrip1l/Jhy/Trp63","HPP vs PFC","HPP","PFC"
"63","BP","GO:0001754","eye photoreceptor cell differentiation","14/1771","50/16153",0.000712620285954913,0.0251513042101734,0.0228715076297191,14,"Ahi1/Sox9/Fscn2/Ntrk2/Thrb/Otx2/Vegfa/Rom1/Crb2/Rpgrip1l/Mfrp/Rpgr/Tulp1/Trpm1","HPP vs VTA","HPP","VTA"
"64","BP","GO:0001754","eye photoreceptor cell differentiation","14/1861","50/16153",0.00116603540964543,0.0410081024586989,0.03814521852743,14,"Ahi1/Sox9/Fscn2/Ntrk2/Thrb/Otx2/Vegfa/Rom1/Cntf/Crb2/Rpgrip1l/Mfrp/Rpgr/Tulp1","HPP vs STR","HPP","STR"
"65","BP","GO:0001754","eye photoreceptor cell differentiation","15/1792","50/16153",0.000230936181404099,0.0134796724366952,0.0123334077997508,15,"Ahi1/Sox9/Fscn2/Ntrk2/Thrb/Otx2/Vegfa/Rom1/Cntf/Crb2/Gnat2/Rpgrip1l/Mfrp/Rpgr/Tulp1","HPP vs CTX","HPP","CTX"
"66","BP","GO:0001776","leukocyte homeostasis","12/214","124/16153",9.3049554091768e-08,1.17082063540278e-05,9.51484400970222e-06,12,"Cxcr2/Lilrb4a/Ccl2/Gapt/Pmaip1/Anxa1/Il6/Pirb/Tnfsf13b/Bcl2a1a/Ccr2/Rag1","VTA vs HPP","VTA","HPP"
"67","BP","GO:0001776","leukocyte homeostasis","4/57","124/16153",0.000954376304241715,0.0208213097042067,0.016442061943252,4,"Cd74/Anxa1/Tnfsf13b/Ccnb2","VTA vs STR","VTA","STR"
"68","BP","GO:0001780","neutrophil homeostasis","5/214","29/16153",3.56944637769614e-05,0.00120581642575275,0.000979924238474596,5,"Cxcr2/Lilrb4a/Anxa1/Il6/Ccr2","VTA vs HPP","VTA","HPP"
"69","BP","GO:0001781","neutrophil apoptotic process","3/214","12/16153",0.000461826867183932,0.00905839433727226,0.00736143577345347,3,"Cxcr2/Anxa1/Il6","VTA vs HPP","VTA","HPP"
"70","BP","GO:0001782","B cell homeostasis","4/214","43/16153",0.00246682831534527,0.0331466618468971,0.0269371163591661,4,"Gapt/Pirb/Tnfsf13b/Bcl2a1a","VTA vs HPP","VTA","HPP"
"71","BP","GO:0001818","negative regulation of cytokine production","10/214","264/16153",0.00279370510908655,0.0366549076589526,0.029788143291905,10,"Il1r2/Sh2d1b1/Lilrb4a/Rel/Cd83/Tnf/Anxa1/Il6/Clec4b1/Mmp8","VTA vs HPP","VTA","HPP"
"72","BP","GO:0001818","negative regulation of cytokine production","10/224","264/16153",0.00386766578727535,0.0413222924503686,0.0323178519581349,10,"Sh2d1b1/Lilrb4a/Il12b/Serpinb1a/Cd83/Ptger4/Apod/Tnf/Klf4/Zc3h12a","VTA vs CTX","VTA","CTX"
"73","BP","GO:0001818","negative regulation of cytokine production","5/57","264/16153",0.00235108908672071,0.0345795012867125,0.0273065580503813,5,"Sh2d1b1/Ptger4/Anxa1/Clec4b1/Elane","VTA vs STR","VTA","STR"
"74","BP","GO:0001819","positive regulation of cytokine production","17/224","440/16153",0.000142498120702724,0.00413622863632686,0.00323491308945076,17,"Rab7b/Chil1/Ptgs2/Ifi204/Il12b/Ccl2/Cd83/Ptger4/Mapk13/Tnf/Tnfsf9/Il1b/Il1a/Fgr/Clec7a/Lpl/Mmp12","VTA vs CTX","VTA","CTX"
"75","BP","GO:0001819","positive regulation of cytokine production","23/214","440/16153",2.15850371832069e-08,4.22922828542967e-06,3.43694381534712e-06,23,"Cd28/Ptgs2/Fcer1a/Ulbp1/Rel/Ccl2/Cd83/Tnf/Tnfsf9/Anxa1/B2m/Il1a/Cebpb/Chil3/Fgr/Tnfrsf8/Il6/Hpse/Adam8/Cd209b/Mmp8/Camp/Ccr2","VTA vs HPP","VTA","HPP"
"76","BP","GO:0001822","kidney development","58/1792","288/16153",4.49765942454699e-06,0.000617867951944296,0.000565326602223733,58,"Sulf1/Rdh10/Gsta3/Erbb4/Epha4/Col4a4/Col4a3/Traf3ip1/Ren1/Tgfb2/Ahi1/Traf3ip2/Cd24a/Cep290/Gdf11/Wdpcp/Itga3/Wnk4/Ace/Sox9/Six4/Bmp6/Bmp4/Ednrb/Rhpn1/Lrrk2/Glis2/Vegfa/Ptk7/Greb1l/Plce1/Arl3/Gata3/Lrp2/Fbn1/Bmp7/Schip1/Epha7/Id3/Clcnka/Slc5a1/Slit2/Pdgfra/Fras1/Spp1/Aqp1/Klf15/Fgfr2/Cdkn1c/Sfrp1/Fgfr1/Rpgrip1l/Pdgfd/Dync2h1/Yap1/Stra6/Aph1c/Maged1","HPP vs CTX","HPP","CTX"
"77","BP","GO:0001822","kidney development","64/1861","288/16153",1.44320857829568e-07,2.69531643449979e-05,2.50714927612455e-05,64,"Sulf1/Rdh10/Gsta3/Erbb4/Col4a4/Col4a3/Traf3ip1/Ren1/Tgfb2/Ahi1/Traf3ip2/Cd24a/Bicc1/Cep290/Wdpcp/Itga3/Rara/Wnk4/Ace/Sox9/Osr1/Bmp6/Bmp4/Ednrb/Rhpn1/Lrrk2/Glis2/Vegfa/Ptk7/Epcam/Plce1/Arl3/Gata3/Hc/Lrp2/Bdnf/Fbn1/Bmp7/Lama5/Smad9/Tmem67/Epha7/Id3/Clcnka/Slc5a1/Slit2/Fras1/Aqp1/Klf15/Aqp11/Fgfr2/Cdkn1c/Angpt2/Sfrp1/Fgfr1/Rpgrip1l/Pdgfd/Dync2h1/Yap1/Kank2/Stra6/Aph1c/Pygo1/Maged1","HPP vs STR","HPP","STR"
"78","BP","GO:0001822","kidney development","64/2188","288/16153",3.42137015448389e-05,0.0027014161205475,0.00248293719782545,64,"Sulf1/Rdh10/Erbb4/Epha4/Col4a4/Col4a3/Traf3ip1/Ren1/Tgfb2/Ahi1/Traf3ip2/Cd24a/Bicc1/Wdpcp/Itga3/Wnk4/Ace/Sox9/Bmp6/Dlg5/Bmp4/Ednrb/Rhpn1/Lrrk2/Glis2/Sox8/Vegfa/Ptk7/Epcam/Greb1l/Plce1/Arl3/Gata3/Hc/Lrp2/Fbn1/Bmp7/Lama5/Schip1/Calb1/Id3/Clcnka/Slit2/Pdgfra/Fras1/Aqp1/Klf15/Aqp11/Fgfr2/Cdkn1c/Angpt2/Sfrp1/Fgfr1/Irx3/Rpgrip1l/Pdgfd/Dync2h1/Yap1/Kank2/Kirrel3/Stra6/Aph1c/Pygo1/Maged1","HPP vs PFC","HPP","PFC"
"79","BP","GO:0001822","kidney development","65/1771","288/16153",9.27518230538937e-09,1.66953281497009e-06,1.51820089314531e-06,65,"Sulf1/Rdh10/Gsta3/Epha4/Col4a4/Col4a3/Traf3ip1/Ren1/Tgfb2/Ahi1/Traf3ip2/Cd24a/Bicc1/Cep290/Gdf11/Wdpcp/Itga3/Rara/Wnk4/Ace/Sox9/Six4/Bmp6/Bmp4/Ednrb/Rhpn1/Lrrk2/Glis2/Vegfa/Ptk7/Plce1/Arl3/Gata3/Hc/Lrp2/Lgr4/Fbn1/Bmp7/Lama5/Frem2/Calb1/Epha7/Id3/Clcnka/Wfs1/Cc2d2a/Slit2/Fras1/Aqp1/Klf15/Aqp11/Fgfr2/Cdkn1c/Angpt2/Sfrp1/Fgfr1/Rpgrip1l/Pdgfd/Dync2h1/Yap1/Kank2/Stra6/Aph1c/Pygo1/Maged1","HPP vs VTA","HPP","VTA"
"80","BP","GO:0001838","embryonic epithelial tube formation","31/1771","146/16153",0.000219586266196965,0.0104935029864037,0.00954233751102789,31,"Enah/Tgfb2/Cobl/Rara/Sox9/Six4/Bmp4/Fzd3/Zic5/Zic2/Cthrc1/Fzd6/Celsr1/Ift57/Ptk7/Gata3/Lhx2/Lrp2/Nckap1/Bmp7/Grhl3/Cc2d2a/Ift122/Tulp3/Arhgap35/Spint2/Fuz/Rgma/Folr1/Coq7/Sfrp1","HPP vs VTA","HPP","VTA"
"81","BP","GO:0001838","embryonic epithelial tube formation","32/1861","146/16153",0.000235256910194031,0.0131355817073286,0.0122185520584767,32,"Enah/Tgfb2/Cobl/Rara/Fzd2/Sox9/Osr1/Bmp4/Fzd3/Zic5/Zic2/Cthrc1/Fzd6/Celsr1/Ift57/Ptk7/Sfrp5/Gata3/Lrp2/Nckap1/Bmp7/Grhl3/Shroom3/Ift122/Tulp3/Arhgap35/Spint2/Fuz/Folr1/Coq7/Sfrp1/Bmp5","HPP vs STR","HPP","STR"
"82","BP","GO:0001841","neural tube formation","28/1771","129/16153",0.000296090380383224,0.0126895877307096,0.0115393619422535,28,"Enah/Tgfb2/Cobl/Rara/Bmp4/Fzd3/Zic5/Zic2/Cthrc1/Fzd6/Celsr1/Ift57/Ptk7/Lhx2/Lrp2/Nckap1/Bmp7/Grhl3/Cc2d2a/Ift122/Tulp3/Arhgap35/Spint2/Fuz/Rgma/Folr1/Coq7/Sfrp1","HPP vs VTA","HPP","VTA"
"83","BP","GO:0001841","neural tube formation","29/1861","129/16153",0.000287899747233176,0.0149929329905277,0.0139462367435018,29,"Enah/Tgfb2/Cobl/Rara/Fzd2/Bmp4/Fzd3/Zic5/Zic2/Cthrc1/Fzd6/Celsr1/Ift57/Ptk7/Sfrp5/Lrp2/Nckap1/Bmp7/Grhl3/Shroom3/Ift122/Tulp3/Arhgap35/Spint2/Fuz/Folr1/Coq7/Sfrp1/Bmp5","HPP vs STR","HPP","STR"
"84","BP","GO:0001843","neural tube closure","26/1771","110/16153",0.000113255507046697,0.00637062227137673,0.00579316820584258,26,"Enah/Tgfb2/Cobl/Rara/Bmp4/Fzd3/Zic5/Zic2/Cthrc1/Fzd6/Celsr1/Ift57/Ptk7/Lhx2/Lrp2/Nckap1/Grhl3/Cc2d2a/Ift122/Tulp3/Arhgap35/Spint2/Fuz/Rgma/Folr1/Sfrp1","HPP vs VTA","HPP","VTA"
"85","BP","GO:0001843","neural tube closure","26/1861","110/16153",0.00025262472755011,0.0139613829021571,0.0129867018910293,26,"Enah/Tgfb2/Cobl/Rara/Fzd2/Bmp4/Fzd3/Zic5/Zic2/Cthrc1/Fzd6/Celsr1/Ift57/Ptk7/Sfrp5/Lrp2/Nckap1/Grhl3/Shroom3/Ift122/Tulp3/Arhgap35/Spint2/Fuz/Folr1/Sfrp1","HPP vs STR","HPP","STR"
"86","BP","GO:0001878","response to yeast","2/60","13/16153",0.00103081841281445,0.0235641472262673,0.0190934601671819,2,"Cd209b/Elane","PFC vs STR","PFC","STR"
"87","BP","GO:0001878","response to yeast","3/114","13/16153",9.29980044270679e-05,0.00386067391351287,0.00332305813827588,3,"Mpo/Cd209b/Camp","PFC vs HPP","PFC","HPP"
"88","BP","GO:0001878","response to yeast","3/214","13/16153",0.000594524651383438,0.0111293500026492,0.00904442798517613,3,"Mpo/Cd209b/Camp","VTA vs HPP","VTA","HPP"
"89","BP","GO:0001894","tissue homeostasis","2/4","237/16153",0.00126145151757567,0.0432551767961808,0.015563585143889,2,"Il7/Nox4","PFC vs CTX","PFC","CTX"
"90","BP","GO:0001895","retina homeostasis","15/1771","52/16153",0.000326591879091032,0.0134643382026528,0.0122438864942252,15,"Bsg/Cep290/Bbs10/Esrrb/Mak/Slc28a3/Adgrv1/Bbs1/Crb2/Abca4/Crocc/Nphp4/Cdh3/Lca5/Tulp1","HPP vs VTA","HPP","VTA"
"91","BP","GO:0001895","retina homeostasis","15/1792","52/16153",0.000371296935720737,0.0181563273323272,0.0166123761676699,15,"Bsg/Cep290/Atp1b2/Esrrb/Mak/Slc28a3/Adgrv1/Bbs1/Crb2/Map1a/Abca4/Nphp4/Cdh3/Lca5/Tulp1","HPP vs CTX","HPP","CTX"
"92","BP","GO:0001895","retina homeostasis","17/1861","52/16153",4.30631336370591e-05,0.00323075830896599,0.00300521053928152,17,"Bsg/Cep290/Ush1g/Esrrb/Mak/Slc28a3/Adgrv1/Vstm4/Bbs1/Crb2/Abca4/Nphp4/Nxnl1/Cdh3/Lca5/Tulp1/Rho","HPP vs STR","HPP","STR"
"93","BP","GO:0001895","retina homeostasis","17/2188","52/16153",0.000323970071406637,0.0151143297340759,0.0138919477201204,17,"Bsg/Atp1b2/Ush1g/Esrrb/Mak/Slc28a3/Adgrv1/Bbs1/Crb2/Map1a/Abca4/Crocc/Nphp4/Cngb1/Cdh3/Lca5/Rho","HPP vs PFC","HPP","PFC"
"94","BP","GO:0001906","cell killing","4/57","173/16153",0.00322731293427347,0.0422455263096397,0.0333602242258584,4,"Sh2d1b1/Klrb1b/Ccl22/Elane","VTA vs STR","VTA","STR"
"95","BP","GO:0001906","cell killing","8/224","173/16153",0.00288489984900979,0.0353502640671208,0.0276471737906205,8,"Sh2d1b1/Gzmm/Il12b/Ccl2/H2-Q7/Cxcl10/Cxcl13/Clec7a","VTA vs CTX","VTA","CTX"
"96","BP","GO:0001906","cell killing","9/214","173/16153",0.000505170430418279,0.00976239361852278,0.00793355101822252,9,"Il18rap/Sh2d1b1/Ulbp1/Lyz1/Ccl2/Trem3/B2m/Klri1/Ltf","VTA vs HPP","VTA","HPP"
"97","BP","GO:0001909","leukocyte mediated cytotoxicity","7/214","127/16153",0.00151641234967086,0.0232121661233472,0.0188637040647104,7,"Il18rap/Sh2d1b1/Ulbp1/Ccl2/Trem3/B2m/Klri1","VTA vs HPP","VTA","HPP"
"98","BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","6/214","89/16153",0.00117462120789066,0.0187620202716882,0.0152472283793129,6,"Il18rap/Sh2d1b1/Ulbp1/Ccl2/B2m/Klri1","VTA vs HPP","VTA","HPP"
"99","BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","2/57","22/16153",0.00270083955782619,0.0376106274595157,0.0297001617669128,2,"Sh2d1b1/Klrb1b","VTA vs STR","VTA","STR"
"100","BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","6/214","65/16153",0.000217126470237478,0.00502468264588936,0.00408338135904549,6,"Il18rap/Sh2d1b1/Ulbp1/Ccl2/B2m/Klri1","VTA vs HPP","VTA","HPP"
"101","BP","GO:0001933","negative regulation of protein phosphorylation","13/224","319/16153",0.000527937410153767,0.0106891031191627,0.00835986659223346,13,"Sh2d1b1/Lilrb4a/Gadd45b/Ccnb1/Pbk/Socs1/Cdkn1a/Il1b/Trib3/Zc3h12a/Epha1/Ppp1r15a/Plk1","VTA vs CTX","VTA","CTX"
"102","BP","GO:0001942","hair follicle development","21/1771","96/16153",0.00144878947034843,0.0422889899453054,0.0384557774064034,21,"Igfbp5/Dbi/Tgfb2/Edar/Ngfr/Sox9/Sostdc1/Msx2/Tnfrsf19/Fzd3/Fzd6/Trps1/Celsr1/Lhx2/Alx4/Lgr4/Lama5/Intu/Fuz/Fgfr2/Cdh3","HPP vs VTA","HPP","VTA"
"103","BP","GO:0002028","regulation of sodium ion transport","25/2188","94/16153",0.000565486953495739,0.0236776241815981,0.0217626797254421,25,"Hecw2/Atp1b1/Atp1a2/Nkain2/Ank3/Atp1b2/Wnk4/Wnk2/Cntn1/Stk39/Gnas/Nkain4/Ahcyl1/Nkain3/Ptpn3/Nkain1/Tesc/Cav3/Fxyd4/Dmpk/Fxyd1/Scnn1b/Prss8/Scn3b/Nedd4","HPP vs PFC","HPP","PFC"
"104","BP","GO:0002040","sprouting angiogenesis","7/224","114/16153",0.00105301819898406,0.0170181123820349,0.0133097368019959,7,"Ptgs2/Akt3/Il12b/Egr3/Nr4a1/Creb3l1/Klf4","VTA vs CTX","VTA","CTX"
"105","BP","GO:0002042","cell migration involved in sprouting angiogenesis","5/224","50/16153",0.000625288354781297,0.0119938351092553,0.00938028759988932,5,"Ptgs2/Akt3/Egr3/Nr4a1/Klf4","VTA vs CTX","VTA","CTX"
"106","BP","GO:0002062","chondrocyte differentiation","25/1771","105/16153",0.000134366158434722,0.00711350250536765,0.00646871134260041,25,"Sulf1/Nppc/Fgf18/Wnt9a/Axin2/Sox9/Mboat2/Bmp6/Msx2/Thrb/Bmp4/Loxl2/Trps1/Snai2/Twsg1/Ltbp3/Mdk/Gdf5/Ift80/Nfib/Hspg2/Sox5/Pthlh/Serpinh1/Fgfr1","HPP vs VTA","HPP","VTA"
"107","BP","GO:0002062","chondrocyte differentiation","25/1792","105/16153",0.000161995210982558,0.0102979978888563,0.00942229183095611,25,"Sulf1/Fgf18/Wnt9a/Axin2/Sox9/Mboat2/Gpld1/Bmp6/Msx2/Thrb/Bmp4/Loxl2/Trps1/Chadl/Ltbp3/Mdk/Gdf5/Ift80/Bmpr1b/Nfib/Hspg2/Sox5/Serpinh1/Sox6/Fgfr1","HPP vs CTX","HPP","CTX"
"108","BP","GO:0002062","chondrocyte differentiation","27/1861","105/16153",4.14778843023828e-05,0.00316400311805219,0.00294311570453972,27,"Sulf1/Fgf18/Wnt9a/Axin2/Sox9/Osr1/Mboat2/Bmp6/Msx2/Thrb/Bmp4/Loxl2/Trps1/Chadl/Twsg1/Mkx/Ltbp3/Mdk/Gdf5/Ift80/Nfib/Hspg2/Sox5/Pthlh/Serpinh1/Sox6/Fgfr1","HPP vs STR","HPP","STR"
"109","BP","GO:0002062","chondrocyte differentiation","28/2188","105/16153",0.00025945852312059,0.0131259441354486,0.0120643742008466,28,"Sulf1/Nppc/Fgf18/Wnt9a/Axin2/Sox9/Mboat2/Gpld1/Bmp6/Msx2/Thrb/Bmp4/Loxl2/Trps1/Chadl/Twsg1/Ltbp3/Mdk/Gdf5/Ift80/Bmpr1b/Nfib/Hspg2/Sox5/Pthlh/Serpinh1/Sox6/Fgfr1","HPP vs PFC","HPP","PFC"
"110","BP","GO:0002227","innate immune response in mucosa","3/114","12/16153",7.19065967588494e-05,0.00315567236061693,0.00271623114373278,3,"Ear2/Camp/Ltf","PFC vs HPP","PFC","HPP"
"111","BP","GO:0002227","innate immune response in mucosa","3/214","12/16153",0.000461826867183932,0.00905839433727226,0.00736143577345347,3,"Ear2/Camp/Ltf","VTA vs HPP","VTA","HPP"
"112","BP","GO:0002237","response to molecule of bacterial origin","10/114","268/16153",1.99839565167415e-05,0.00117777956540027,0.00101376859521843,10,"Wfdc21/Ccr7/Mrc1/Slpi/S100a8/S100a9/Ptger3/Pf4/Tnip3/Ltf","PFC vs HPP","PFC","HPP"
"113","BP","GO:0002237","response to molecule of bacterial origin","13/224","268/16153",9.70535884504013e-05,0.00309063854482831,0.00241716499799313,13,"Ptgs2/Lilrb4a/Il12b/Ccl2/Nfkbia/Ptger4/Tnf/Il1b/Il1a/Zc3h12a/Cxcl2/Cxcl10/Cxcl13","VTA vs CTX","VTA","CTX"
"114","BP","GO:0002237","response to molecule of bacterial origin","16/214","268/16153",5.83584336182635e-07,4.51356411589675e-05,3.66801345927534e-05,16,"Ptgs2/Fcgr4/Lilrb4a/Ccl2/Wfdc21/Tnf/B2m/Il1a/Slpi/Cebpb/S100a8/S100a9/Il6/Cxcl2/Tnip3/Ltf","VTA vs HPP","VTA","HPP"
"115","BP","GO:0002237","response to molecule of bacterial origin","5/60","268/16153",0.00314405867160008,0.0493579331216253,0.0399935427725413,5,"Mrc1/Ptger3/Pf4/Cxcl13/Elane","PFC vs STR","PFC","STR"
"116","BP","GO:0002246","wound healing involved in inflammatory response","3/214","11/16153",0.000349780678924661,0.00739572241265884,0.00601024127588077,3,"Clec10a/Il1a/Ccr2","VTA vs HPP","VTA","HPP"
"117","BP","GO:0002250","adaptive immune response","18/214","394/16153",5.33984635698008e-06,0.000301804008522393,0.000245265412631332,18,"Il18rap/Cd28/Sh2d1b1/Fcer1a/Lilrb4a/Alox15/Gapt/Tnf/Anxa1/B2m/Il6/Lat2/Pirb/Tnfsf13b/Icam1/Ccr2/Rag1/Ifnz","VTA vs HPP","VTA","HPP"
"118","BP","GO:0002250","adaptive immune response","9/57","394/16153",8.90993999060975e-06,0.00072894446548176,0.000575629017814393,9,"Pdcd1/Sh2d1b1/H2-Ab1/H2-Aa/H2-Eb1/Cd74/Anxa1/Cd4/Tnfsf13b","VTA vs STR","VTA","STR"
"119","BP","GO:0002251","organ or tissue specific immune response","4/114","22/16153",1.56040460150775e-05,0.00100070474867636,0.000861352223367265,4,"Tnfsf13/Ear2/Camp/Ltf","PFC vs HPP","PFC","HPP"
"120","BP","GO:0002251","organ or tissue specific immune response","4/214","22/16153",0.000181676349591285,0.00430602251168375,0.00349935175910547,4,"Ear2/Il6/Camp/Ltf","VTA vs HPP","VTA","HPP"
"121","BP","GO:0002253","activation of immune response","11/214","262/16153",0.00076141607259733,0.0133202490319259,0.0108248939143067,11,"Cd28/Lilrb4a/Masp1/Fcna/Fcnb/Skint3/Lat2/Clec2i/Klri1/Bcl2a1d/Cfp","VTA vs HPP","VTA","HPP"
"122","BP","GO:0002260","lymphocyte homeostasis","3/57","85/16153",0.00335269809664106,0.0426085612476033,0.0336469037394125,3,"Cd74/Tnfsf13b/Ccnb2","VTA vs STR","VTA","STR"
"123","BP","GO:0002260","lymphocyte homeostasis","6/214","85/16153",0.000923522899808738,0.0154883391586858,0.0125868238574016,6,"Gapt/Pmaip1/Pirb/Tnfsf13b/Bcl2a1a/Rag1","VTA vs HPP","VTA","HPP"
"124","BP","GO:0002262","myeloid cell homeostasis","8/214","185/16153",0.00329035568671086,0.0417047293585501,0.033891954268208,8,"Cxcr2/Cited2/Lilrb4a/Ccl2/Anxa1/B2m/Il6/Ccr2","VTA vs HPP","VTA","HPP"
"125","BP","GO:0002263","cell activation involved in immune response","13/214","272/16153",7.09508884537964e-05,0.00206460060560107,0.00167782768005903,13,"Cd28/Sh2d1b1/Fcer1a/Lilrb4a/Gapt/Anxa1/Fgr/Il6/Lat2/Cd177/Icam1/Ccr2/Ifnz","VTA vs HPP","VTA","HPP"
"126","BP","GO:0002263","cell activation involved in immune response","5/57","272/16153",0.00267500939716991,0.0376106274595157,0.0297001617669128,5,"Sh2d1b1/Ptger4/Cd74/Anxa1/Cd177","VTA vs STR","VTA","STR"
"127","BP","GO:0002274","myeloid leukocyte activation","17/214","234/16153",1.47511878864009e-08,3.61281176651102e-06,2.93600397493365e-06,17,"Il18rap/Cxcr2/Fcgr4/Fcer1a/Ulbp1/Lilrb4a/Tnf/Tnfsf9/Anxa1/Fgr/Lat2/Pilrb1/Pirb/Cd177/Mmp8/Camp/Ccr2","VTA vs HPP","VTA","HPP"
"128","BP","GO:0002275","myeloid cell activation involved in immune response","6/214","101/16153",0.00224761308930843,0.0314864178029045,0.0255878949140561,6,"Fcer1a/Lilrb4a/Fgr/Lat2/Cd177/Ccr2","VTA vs HPP","VTA","HPP"
"129","BP","GO:0002285","lymphocyte activation involved in immune response","8/214","182/16153",0.00297769510735636,0.0387232120377006,0.0314689808970265,8,"Cd28/Lilrb4a/Gapt/Anxa1/Il6/Icam1/Ccr2/Ifnz","VTA vs HPP","VTA","HPP"
"130","BP","GO:0002360","T cell lineage commitment","1/4","28/16153",0.00691632942355369,0.0458078100958439,0.0164820445895094,1,"Il7","PFC vs CTX","PFC","CTX"
"131","BP","GO:0002366","leukocyte activation involved in immune response","13/214","269/16153",6.33866121982777e-05,0.00188175003283574,0.00152923150534707,13,"Cd28/Sh2d1b1/Fcer1a/Lilrb4a/Gapt/Anxa1/Fgr/Il6/Lat2/Cd177/Icam1/Ccr2/Ifnz","VTA vs HPP","VTA","HPP"
"132","BP","GO:0002366","leukocyte activation involved in immune response","5/57","269/16153",0.00254996086719198,0.036680206320377,0.0289654317129268,5,"Sh2d1b1/Ptger4/Cd74/Anxa1/Cd177","VTA vs STR","VTA","STR"
"133","BP","GO:0002367","cytokine production involved in immune response","9/214","137/16153",8.79967490030926e-05,0.00240109338816984,0.00195128342893479,9,"Il18rap/Slamf9/Fcer1a/Lilrb4a/Tnf/Trem3/B2m/Il6/Ccr2","VTA vs HPP","VTA","HPP"
"134","BP","GO:0002369","T cell cytokine production","5/214","45/16153",0.00030919103434946,0.00673120333298564,0.00547021019055691,5,"Il18rap/Lilrb4a/B2m/Il6/Ccr2","VTA vs HPP","VTA","HPP"
"135","BP","GO:0002377","immunoglobulin production","4/57","125/16153",0.000983357009468802,0.0208557679601026,0.0164692727568821,4,"H2-Ab1/H2-Aa/H2-Eb1/Tnfsf13b","VTA vs STR","VTA","STR"
"136","BP","GO:0002377","immunoglobulin production","7/214","125/16153",0.00138354788815711,0.0215145356788028,0.0174841000179809,7,"Cd28/Lilrb4a/Gapt/Tnf/B2m/Il6/Tnfsf13b","VTA vs HPP","VTA","HPP"
"137","BP","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","3/57","69/16153",0.00185071959281619,0.0291878547830891,0.023048911098865,3,"H2-Ab1/H2-Aa/H2-Eb1","VTA vs STR","VTA","STR"
"138","BP","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","3/60","69/16153",0.00214477717640656,0.0385997128496295,0.0312764163575379,3,"H2-Ab1/H2-Aa/H2-Eb1","PFC vs STR","PFC","STR"
"139","BP","GO:0002385","mucosal immune response","3/214","19/16153",0.00189962621870896,0.0277761266506748,0.0225726728999772,3,"Ear2/Camp/Ltf","VTA vs HPP","VTA","HPP"
